Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"10/03/2020","33 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€476,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","34 MONTROSE GROVE, ARTANE, DUBLIN 5","Dublin 5","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","34 WAINSFORT AVE, TERENURE, DUBLIN 6W","","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","34 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€458,334.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","35 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€476,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","36 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€513,334.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","37 beechwood, chapel road, kinsealy","","Dublin","€405,286.34","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","37 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€449,167.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","38 The Avenue, St Marnocks Bay, Portmarnock","","Dublin","€533,039.65","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","38 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€476,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","384 GALTYMORE RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€272,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","4 WHITEHALL SQUARE, PERRYSTOWN, DUBLIN 12","","Dublin","€232,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","4 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€696,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","41 PENROSE ST, RINGSEND, DUBLIN 4","Dublin 4","Dublin","€377,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","41 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€485,834.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","42 BLACKDITCH RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","42 CARLINGFORD RD, DRUMCONDRA, DUBLIN","Dublin 9","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","42 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€476,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","43 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€476,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","44 GERALDSTOWN WOODS, SANTRY AVE, DUBLIN 9","Dublin 9","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","44 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€485,834.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","45 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€476,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","46 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€476,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","47 ST DECLANS RD, MARINO, DUBLIN 3","Dublin 3","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","47 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€458,334.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","48 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€476,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","5 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€696,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","51 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€669,154.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","52 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€724,167.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","53 COLLEGE SQ, WAINSFORT MANOR DR, TERENURE DUBLIN 6W","","Dublin","€850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","53 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€724,167.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","54 BEECHFIELD HEIGHTS, CLONEE, DUBLIN 15","Dublin 15","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","6 Larkfield Heath, Clay Farm, Leopardstown","","Dublin","€506,607.92","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","6 ST COLUMBAS RD, GREENHILLS, DUBLIN","Dublin 12","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","6 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€696,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","7 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€696,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","73 BEECHFIELD RD, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","75 The Elms, Ridgewood, Swords","","Dublin","€387,665.00","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","8 THE MEWS, ROBSWALL, MALAHIDE","","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","8 WHEATFIELD GROVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€164,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","8 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€641,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","9 Marine Walk, Dun Laoghaire","","Dublin","€511,013.00","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","9 St Helens Grove, Adamstown, Lucan","","Dublin","€281,937.00","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","9 The Grove, St. Marnock Bay, Station Road","","Dublin","€321,587.00","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","9 TOWER HALL, SWORDS CENTRAL, MAIN ST","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","91 RIALTO COTTAGES, RIALTO, DUBLIN 8","Dublin 8","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","APT 33, FITZWILLIAM QUAY, RINGSEND","Dublin 4","Dublin","€396,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","Apt 7  Block 13  New Priory, Clongriffin","Dublin 13","Dublin","€300,000.00","No","Yes","New Dwelling house /Apartment",""
"10/03/2020","BUNGALOW 6, BALBRIGGAN RD, SKERRIES","Dublin 20","Dublin","€450,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"10/03/2020","JORDANSTOWN, OLDTOWN, DUBLIN","","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","11 St. Helen's Grove, St. Helen's, Adamstown","","Dublin","€295,154.18","No","Yes","New Dwelling house /Apartment",""
"11/03/2020","118 BERTRAM COURT, OFF HIGH ST, DUBLIN 8","Dublin 8","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","12  Edenbrook Green, Edenbrook, City West","","Dublin","€317,180.61","No","Yes","New Dwelling house /Apartment",""
"11/03/2020","12 Gandon Walk, Gandon Park, Lucan","","Dublin","€308,369.00","No","Yes","New Dwelling house /Apartment",""
"11/03/2020","142 NORTH STRAND RD, DUBLIN 3, DUBLIN","Dublin 15","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","17 LANSDOWNE WOOD, LANSDOWNE RD, DUBLIN 4","Dublin 4","Dublin","€740,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","18 Hollywoodrath Grove, Hollywoodrath, Hollystown","Dublin 15","Dublin","€321,586.00","No","Yes","New Dwelling house /Apartment",""
"11/03/2020","18 Marine Walk, Dun Laoghaire, Co. Dublin","","Dublin","€449,800.00","No","Yes","New Dwelling house /Apartment",""
"11/03/2020","19 WOODLEY PARK, DUBLIN 14, DUBLIN","Dublin 14","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","22 ELMFIELD GREEN, DONAGHMEDE, DUBLIN 13","Dublin 13","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","23 The Green, Carrickmines Manor, Glenamuck Road","Dublin 18","Dublin","€440,528.63","No","Yes","New Dwelling house /Apartment",""
"11/03/2020","233 THE ISLAND, CHAPELIZOD VILLAGE, DUBLIN 20","Dublin 20","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","25 COLEMAN CRESCENT, LUSK VILLAGE, DUBLIN","","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","26 BARONS HALL PARK, BALBRIGGAN, DUBLIN","","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","26 BURTON HOUSE, IFSC, MAYOR STREET LOWER","","Dublin","€543,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","27 BRIGHTON AVE, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","28 MARLFIELD, CABINTEELY, DUBLIN 18","Dublin 18","Dublin","€645,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","3 THE WALNUT, GRATTAN WOOD, HOLE IN THE WALL RD","Dublin 13","Dublin","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","30 ABBEY PARK, KILLESTER, DUBLIN 5","Dublin 5","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","31 OAK RD, DONNYCARNEY, DUBLIN 9","Dublin 9","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","32 Beresford Crescent, Donabate, County Dublin","","Dublin","€308,370.00","No","Yes","New Dwelling house /Apartment",""
"11/03/2020","32 CARRICKMINES CHASE, CARRICKMINES WOOD, DUBLIN 18","Dublin 18","Dublin","€1,395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","32 SHEEPMORE GROVE CLONSILA, DUBLIN 15, DUBLIN","Dublin 15","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","34 MATHER RD NORTH, MOUNT MERRION, BLACKROCK","","Dublin","€875,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","38 THE PRIORY, GRANGE RD, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","41 MOUNT SYMON DALE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€337,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","42 LIFFEY AVE, LIFFEY VALLEY PARK, LUCAN","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","43 THE OLD RECTORY, LUCAN, DUBLIN","","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","45 CLONARD COURT, BALBRIGGAN, CO DUBLIN","","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","45 DAL RIADA, PORTMARNOCK, DUBLIN","Dublin 13","Dublin","€695,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","47 ST PETERS RD NO1, PHIBSBORO, DUBLIN 7","Dublin 7","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","47 The Avenue, Scholarstown Wood, Scholarstown Road","Dublin 16","Dublin","€616,700.00","No","Yes","New Dwelling house /Apartment",""
"11/03/2020","6 Purbeck, 77 Monkstown Road, Monkstown","","Dublin","€859,030.00","No","Yes","New Dwelling house /Apartment",""
"11/03/2020","61 ROSEHAVEN, CARPENTERSTOWN RD, CARPENTERSTOWN","Dublin 15","Dublin","€184,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","69 THE HEIGHTS, MELROSE PARK, KINSEALY","","Dublin","€327,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","7 CASEMENT DRIVE, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","€207,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","7 Proby Place, Proby Square, Carysfort Avenue","","Dublin","€1,167,400.80","No","Yes","New Dwelling house /Apartment",""
"11/03/2020","7 WOODSTOCK PARK, KNOCKLYON RD, DUBLIN 16","Dublin 16","Dublin","€387,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","8 FERRARD RD, TERENURE, DUBLIN 6","Dublin 6","Dublin","€870,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","8 MULLINGAR TERRACE, CHAPELIZOD RD, CHAPELIZOD DUBLIN 20","Dublin 20","Dublin","€520,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","9 ABBOTTS GROVE AVENUE, KNOCKLYON, DUBLIN16","Dublin 16","Dublin","€402,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","96 THE PAVILION, MARINE RD, DUN LAOGHAIRE","","Dublin","€531,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","97 KINCORA AVENUE, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€737,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","APARTMENT 16, SHELBOURNE PARK NEWS, 25 RINGSEND ROAD","","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","APT 10, THE ISLAND, CHAPELIZOD DUBLIN 20","Dublin 20","Dublin","€6,810.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","APT 34, THE PLAZA, BALLYMUN DUBLIN 11","Dublin 9","Dublin","€167,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","APT 4, SYMPHONY HOUSE, ADELAIDE RD DUBLIN 2","Dublin 2","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","Apts 1-8, 9 Victoria St., Portobello","Dublin 8","Dublin","€1,500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2020","WAYSIDE, QUINNS RD, SHANKILL","Dublin 18","Dublin","€12,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","1 BEECH PARK, CABINTEELY, CO DUBLIN","","Dublin","€577,092.51","No","Yes","New Dwelling house /Apartment",""
"12/03/2020","1 SUNDALE WALK, MOUNTAIN VIEW, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","10 Cedarview, Northwood, Santry","","Dublin","€415,200.00","No","Yes","New Dwelling house /Apartment",""
"12/03/2020","10 HIGHFIELD DR, MARLEY GRANGE, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin","€735,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","11 COLLEGE HOUSE, TAYLORS HILL APTS, COLLEGE RD DUBLIN 16","Dublin 16","Dublin","€283,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","11 SADDLERS PLACE, STATION RD, LUSK","","Dublin","€308,370.00","No","Yes","New Dwelling house /Apartment",""
"12/03/2020","12 CHANEL AVE, ARTANE, DUBLIN 5","Dublin 5","Dublin","€210,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","13 FABER GROVE, DUN LAOGHAIRE, DUBLIN","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","130 DRUMNIGH WOOD, DRUMNIGH ROAD, PORTMARNOCK","","Dublin","€690,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","14 ALLENDALE TERRACE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€318,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","14 Market Square, Newcastle","","Dublin","€245,883.35","Yes","Yes","New Dwelling house /Apartment",""
"12/03/2020","14 Proby Place, Proby Square, Blackrock","","Dublin","€903,083.70","No","Yes","New Dwelling house /Apartment",""
"12/03/2020","15 PORTMAHON DR, RIALTO, DUBLIN 8","Dublin 8","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","18 QUARTER BLOOM, LOWER ORMOND QUAY, DUBLIN 1","Dublin 1","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","19 BORIMHE HAWTHORN, SWORDS, DUBLIN","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","19 BURROW RD, SUTTON, DUBLIN 13","Dublin 13","Dublin","€1,075,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","190 BRIARFIELD GROVE KILBARRACK, DUBLIN 5, DUBLIN","Dublin 5","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","2  THE MEADOW, ROBSWALL, MALAHIDE","","Dublin","€682,819.38","No","Yes","New Dwelling house /Apartment",""
"12/03/2020","20 FOXFIELD RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","20 Market Square, Newcastle","","Dublin","€245,883.36","Yes","Yes","New Dwelling house /Apartment",""
"12/03/2020","21 FINDLATER ST, INFIRMARY RD, DUBLIN 7","Dublin 7","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","22 THORMANBY HILL, THORMANBY ROAD, HOWTH","","Dublin","€1,321,585.90","No","Yes","New Dwelling house /Apartment",""
"12/03/2020","23 MOUNT GARRETT CRESENT, TYRELLS TOWN, DUBLIN 15","Dublin 15","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","249 ASGARD, CUSTOM HOUSE HARBOUR, IFSC DUBLIN 1","Dublin 1","Dublin","€386,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","27B MILLBROOK RD, KILBARRACK, DUBLIN 13","Dublin 13","Dublin","€236,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","3 BODEN HEATH, BALLYBODEN, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","32 CHARLEMONT RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","32 LISSADEL WOOD, MALAHIDE, DUBLIN","","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","35 Citywest Avenue, Cuil Duin, Citywest","","Dublin","€295,154.00","No","Yes","New Dwelling house /Apartment",""
"12/03/2020","36 PIGEON HOUSE ROAD, RINGSEND, DUBLIN 4","Dublin 4","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","36 TURVEY WALK, DONABATE, DUBLIN","","Dublin","€256,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","39 ASHTOWN GROVE, NAVAN ROAD, DUBLIN 7","","Dublin","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","39 GLENVARA PARK, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin","€488,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","4 BETTYSTOWN AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin","€532,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","4 CASTLE DOWNS CROFT, ESTUARY RD, MALAHIDE","","Dublin","€568,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","4 DODDERBROOK RISE, OLD COURT ROAD, BALLYCULLEN","","Dublin","€343,612.00","No","Yes","New Dwelling house /Apartment",""
"12/03/2020","4 SIMMONS COURT TCE, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","40 Market Square, Newcastle","","Dublin","€245,883.36","Yes","Yes","New Dwelling house /Apartment",""
"12/03/2020","44 PALMERSTOWN SQ, KENNELSFORT RD UPPER, PALMERSTOWN DUBLIN 20","Dublin 20","Dublin","€197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","47 THE OAKS, RIDGEWOOD, FOREST RD","","Dublin","€274,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","49  WYCKHAM POINT, WYCKHAM WAY, DUNDRUM","Dublin 16","Dublin","€399,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2020","49 BREMORE CASTLE, HAMLET LANE, BALBRIGGAN","","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
